Text,Entity Type
etiam,
dignitatem,
transgredi,
ad,
hoc,
nomen,
quasi,
detrimento,
moerent,
.,
Nec,
tamen,
0264A,
hoc,
ipso,
modo,
ad,
aestimationem,
alicujus,
latentis,
boni,
promouent,
animos,
;,
non,
licet,
rectius,
suspicari,
",",
0265A,NORP
non,
libet,
propius,
experiri,
.,
Hic,
tantum,
humana,
curiositas,
torpescit,
",",
amant,
ignorare,
",",
cum,
alii,
gaudeant,
cognouisse,
.,
Quanto,
magis,
hos,
Anacharsis,PERSON
denotasset,
imprudentes,
de,
prudentibus,
judicantes,
",",
quam,
immusicos,
de,
musicis,
!,
Malunt,NORP
nescire,
",",
quia,
jam,
oderunt,
;,
adeo,
quod,
nesciunt,
",",
praejudicant,
id,
esse,
",",
quod,
",",
si,
sciant,
",",
odisse,
non,
poterant,
;,
quando,
si,
nullum,
odii,
debitum,
deprehendatur,
",",
optimum,
utique,
sit,
desinere,
0266A,
injuste,
odisse,
;,
si,
uero,
de,
merito,
constet,
",",
non,
modo,
nihil,
odii,
detrahatur,
",",
sed,
amplius,
acquiratur,
ad,
perseuerantiam,
",",
etiam,
justitiae,
ipsius,
auctoritate,
.,
Sed,
non,
ideo,
",",
inquit,
",",
bonum,
",",
quia,
multos,
conuertit,
.,
Quanti,
enim,
ad,
malum,
praeformantur,
",",
quanti,
transfugae,
in,
peruersum,
?,
Quis,
negat,
?,
Tamen,
quod,
uere,
malum,
est,
",",
ne,
ipsi,
quidem,
",",
quos,
rapit,
",",
defendere,
pro,
bono,
audent,
.,
Omne,
malum,
aut,
timore,
aut,
pudore,
natura,
perfudit,
.,
0267A,
Denique,
malefici,
gestiunt,
latere,
",",
deuitant,
apparere,
",",
trepidant,
deprehensi,
",",
negant,
accusati,
",",
ne,
torti,
quidem,
facile,
aut,
semper,
confitentur,
;,
certe,
0268A,
condemnati,
moerent,
;,
dinumerant,
in,
semetipsos,
",",
mentis,
malae,
impetus,
uel,
fato,
uel,
astris,
imputant,
;,
nolunt,
enim,
suum,
esse,
",",
quod,
0269A,LOC
malum,
agnoscunt,
.,
Christianos,
uero,
",",
nihil,
simile,
;,
neminem,
pudet,
",",
neminem,
poenitet,
",",
nisi,
plane,
retro,
non,
fuisse,
.,
Si,
denotatur,
",",
gloriatur,
;,
accusatur,
;,
non,
defendit,
;,
interrogatus,
uel,
ultro,
confitetur,
;,
damnatus,
gratias,
agit,
.,
Quid,
hoc,
mali,
est,
quod,
naturalia,
mali,
non,
habet,
",",
timorem,
",",
pudorem,
",",
tergiuersationem,
",",
poenitentiam,
",",
deplorationem,
?,
Quid,
hoc,
mali,
est,
",",
cujus,
reus,
gaudet,
?,
cujus,
accusatio,
uotum,
est,
",",
et,
poena,
felicitas,
?,
Non,
potes,
dementiam,
dicere,
",",
qui,
reuinceris,
ignorare,
.,
**CAPUT,
II,
.,
*,
*,
Jam,
uero,
",",
si,
ut,
maleficos,
tractare,
uelint,
Christianos,NORP
",",
oportuit,
saltem,
eodem,
modo,
in,
Jure,
cum,
utrisque,
agi,
",",
nec,
facultas,
quocun,
que,
modo,
se,
defendendi,
",",
illis,
abnegari,
",",
0269B,
cum,
crimen,
ex,
circumstantiis,
uel,
dilui,
",",
uel,
0270A,LOC
probari,
soleat,
.,
Imo,
ostendit,
uel,
inde,
Sectae,
hujus,
innocentiam,
",",
quod,
olim,
Trajanus,PERSON
inquiri,
eos,
prohibuerit,
",",
licet,
oblatos,
damnari,
uoluerit,
",",
cujus,
ridet,
censuram,
sibi,
ipsi,
contrariam,
",",
pergit,
que,
",",
cum,
in,
illa,
explodenda,
",",
tum,
in,
reprehendendis,
peruersis,
judicum,
",",
in,
emendandis,
Christianis,
",",
actibus,
",",
simul,
in,
causam,
hujus,
mali,
inquirens,
",",
quod,
illos,
cum,
nudo,
Nomine,
Christianorum,
facit,
praeliari.Si,
certum,
est,
denique,
nos,
nocentissimos,
esse,
",",
cur,
a,
uobis,
ipsis,
aliter,
tractamur,
",",
quam,
pares,
nostri,
",",
id,
est,
caeteri,
nocentes,
?,
cum,
ejusdem,
noxae,
eadem,
tractatio,
deberet,
interuenire,
.,
Quodcumque,
dicimur,
",",
cum,
alii,
dicuntur,
",",
et,
proprio,
ore,
et,
mercenaria,
aduocatione,
utuntur,
ad,
innocentiae,
suae,
commendationem,
.,
Respondendi,
",",
altercandi,
0270B,PERSON
facultas,
patet,
",",
quando,
nec,
liceat,
indefensos,
0271A,PERSON
et,
inauditos,
omnino,
damnari,
.,
Sed,
Christianis,
solis,
nihil,
permittitur,
loqui,
",",
quod,
caussam,
purget,
",",
quod,
ueritatem,
defendat,
",",
quod,
judicem,
non,
faciat,
injustum,
.,
Sed,
illud,
solum,
exspectatur,
quod,
odio,
publico,
necessarium,
est,
",",
confessio,
nominis,
",",
non,
examinatio,
criminis,
:,
quando,
si,
de,
aliquo,
nocente,
cognoscitis,
",",
non,
statim,
confesso,
eo,
nomen,
homicidae,
",",
uel,
sacrilegi,
",",
uel,
incesti,
",",
uel,
publici,
hostis,
(ut,
de,
nostris,
elogiis,
loquar,
),
contenti,
sitis,
ad,
pronuntiandum,
",",
nisi,
et,
consequentia,
exigatis,
",",
0272A,
qualitatem,
facti,
",",
numerum,
",",
locum,
",",
modum,
",",
tempus,
",",
conscios,
",",
socios,
.,
De,
nobis,
nihil,
tale,
",",
cum,
aeque,
extorqueri,
oporteret,
",",
quodcun,
que,
falso,
jactatur,
",",
quot,
quisque,
jam,
infanticidia,
degustasset,
",",
quot,
incesta,
contenebrasset,
",",
qui,
coci,
",",
qui,
canes,
affuissent,
.,
O,
quanta,
illius,
praesidis,
gloria,
",",
si,
eruisset,
aliquem,
",",
qui,
centum,
jam,
infantes,
comedisset,
!,
Atquin,
inuenimus,
inquisitionem,
quoque,
in,
nos,
prohibitam,
.,
Plinius,PERSON
enim,
Secundus,PERSON
cum,
prouinciam,
regeret,
",",
damnatis,
quibusdam,
Christianis,PERSON
",",
quibusdam,
0273A,PERSON
gradu,
pulsis,
",",
ipsa,
tamen,
multitudine,
perturbatus,
",",
quid,
de,
caetero,
ageret,
",",
consuluit,
tunc,
Trajanum,PERSON
imperatorem,
",",
allegans,
praeter,
obstinationem,
non,
sacrificandi,
",",
nihil,
aliud,
se,
de,
sacramentis,
eorum,
comperisse,
",",
quam,
coetus,
antelucanos,
ad,
canendum,
Christo,PERSON
ut,
Deo,
et,
ad,
confoederandam,
disciplinam,
",",
homicidium,
",",
adulterium,
",",
fraudem,
",",
perfidiam,
",",
et,
caetera,
scelera,
prohibentes,
.,
Tunc,
Trajanus,PERSON
rescripsit,
",",
hoc,
genus,
inquirendos,
quidem,
non,
esse,
",",
oblatos,
uero,
puniri,
oportere,
.,
O,
sententiam,
necessitate,
confusam,
!,
Negat,
inquirendos,
ut,
innocentes,
",",
et,
mandat,
puniendos,
ut,
nocentes,
.,
Parcit,
et,
saeuit,
",",
dissimulat,
et,
animaduertit,
.,
Quid,
temetipsum,
censura,
circumuenis,
?,
si,
damnas,
",",
cur,
non,
et,
0273B,
inquiris,
?,
si,
non,
inquiris,
",",
cur,
non,
et,
absoluis,
?,
Latronibus,NORP
uestigandis,
per,
uniuersas,
prouincias,
militaris,
statio,
sortitur,
;,
in,
reos,
majestatis,
et,
publicos,
hostes,
omnis,
homo,
miles,
est,
",",
ad,
socios,
",",
ad,
conscios,
usque,
inquisitio,
extenditur,
.,
Solum,
Christianum,PERSON
inquiri,
non,
licet,
",",
offerri,
licet,
",",
quasi,
aliud,
esset,
actura,
inquisitio,
",",
quam,
oblationem,
.,
Damnatis,
0274A,PERSON
ergo,
oblatum,
;,
quem,
nemo,
uoluit,
requisitum,
",",
qui,
",",
puto,
",",
jam,
non,
ideo,
meruit,
poenam,
",",
quia,
nocens,
est,
",",
sed,
quia,
",",
uon,
requirendus,
",",
inuentus,
est,
.,
Itaque,
nec,
in,
illo,
ex,
forma,
malorum,
judicandorum,
agitis,
erga,
nos,
",",
quod,
caeteris,
negantibus,
adhibetis,
tormenta,
ad,
confitendum,
",",
solis,
Christianis,
ad,
negandum,
;,
cum,
",",
si,
malum,
esset,
",",
nos,
quidem,
negaremus,
",",
uos,
uero,
confiteri,
tormentis,
compelleretis,
.,
Neque,
enim,
ideo,
putaretis,
non,
requirenda,
quaestionibus,
scelera,
",",
quia,
certi,
essetis,
admitti,
ea,
ex,
nominis,
confessione,
",",
qui,
hodie,
de,
confesso,
homicida,
",",
scientes,
homicidium,
quid,
sit,
",",
nihilominus,
ordinem,
extorquetis,
admissi,
:,
quo,
peruersius,
",",
cum,
praesumatis,
de,
sceleribus,
nostris,
ex,
nominis,
confessione,
0274B,
cogitis,
tormentis,
de,
confessione,
decedere,
",",
ut,
negantes,
nomen,
pariter,
utique,
negemus,
et,
scelera,
",",
de,
quibus,
ex,
confessione,
nominis,
praesumpseratis,
.,
Sed,
",",
opinor,
",",
non,
uultis,
nos,
perire,
",",
quos,
pessimos,
creditis,
.,
Sic,
enim,
soletis,
dicere,
homicidae,
;,
Nega,
:,
laniari,
jubere,
sacrilegum,
",",
si,
confiteri,
perseuerauerit,
.,
Si,
non,
ita,
agitis,
circa,
0275A,
nocentes,
",",
ergo,
nos,
innocentissimos,
judicatis,
",",
cum,
quasi,
innocentissimos,
non,
uultis,
in,
ea,
confessione,
perseuerare,
",",
quam,
necessitate,
",",
non,
justitia,
damnandam,
a,
uobis,
sciatis,
.,
Uociferatur,
homo,
:,
Christianus,PERSON
sum,
.,
Quod,
est,
dicit,
;,
tu,
uis,
audire,
quod,
non,
est,
.,
Ueritatis,
extorquendae,
praesides,
",",
de,
nobis,
solis,
mendacium,
elaboratis,
audire,
.,
Hoc,
sum,
",",
inquit,
",",
quod,
quaeris,
",",
an,
sim,
;,
quid,
me,
torques,
in,
peruersum,
?,
confiteor,
",",
et,
torques,
;,
quid,
faceres,
",",
si,
negarem,
?,
Plane,
aliis,
negantibus,
non,
facile,
fidem,
accommodatis,
;,
nobis,
",",
si,
negauerimus,
",",
statim,
creditis,
.,
Suspecta,
sit,
uobis,
ista,
peruersitas,
",",
ne,
qua,
uis,
lateat,
in,
occulto,
0276A,LOC
",",
quae,
uos,
aduersus,
formam,
",",
aduersus,
naturam,
judicandi,
",",
contra,
ipsas,
quoque,
leges,
ministret,
.,
Nisi,
enim,
fallor,
",",
leges,
malos,
crui,
jubent,
",",
non,
abscondi,
;,
confessos,
damnari,
praescribunt,
",",
non,
absolui,
.,
Hoc,
senatus,
consulta,
",",
hoc,
principum,
mandata,
definiunt,
",",
hoc,
imperium,
",",
cujus,
ministri,
estis,
.,
Ciuilis,NORP
",",
non,
tyrannica,
dominatio,
[uestra,
],
est,
.,
Apud,
tyrannos,
enim,
tormenta,
etiam,
pro,
poena,
adhibentur,
;,
apud,
uos,
soli,
quaestioni,
temperantur,
.,
Uestram,
illis,
seruate,
legem,
usque,
ad,
confessionem,
;,
et,
si,
confessione,
praeueniantur,
",",
uacabunt,
.,
Sententia,
opus,
est,
;,
debito,
0277A,
nocens,
expungendus,
est,
",",
non,
eximendus,
.,
Denique,
illum,
nemo,
gestit,
absoluere,
",",
non,
licet,
hoc,
uelle,
;,
ideo,
nec,
cogitur,
quisquam,
negare,
.,
Christianum,PERSON
",",
hominem,
omnium,
scelerum,
reum,
deorum,
",",
imperatorum,
",",
legum,
",",
morum,
",",
naturae,
totius,
inimicum,
existimas,
",",
et,
cogis,
negare,
",",
ut,
absoluas,
",",
quem,
non,
poteris,
absoluere,
",",
nisi,
negauerit,
.,
Praeuaricaris,
in,
leges,
.,
Uis,
ergo,
neget,
se,
nocentem,
",",
ut,
eum,
facias,
innocentem,
",",
et,
quidem,
inuitum,
jam,
",",
nec,
de,
praeterito,
reum,
.,
Unde,
ista,
peruersitas,
?,
ut,
etiam,
illud,
non,
recogitetis,
",",
sponte,
confesso,
magis,
credendum,
esse,
",",
quam,
per,
uim,
neganti,
;,
uel,
ne,
compulsus,
negare,
",",
non,
ex,
fide,
negarit,
;,
et,
absolutus,
ibidem,
post,
tribunal,
de,
uestra,
rideat,
aemulatione,
",",
iterum,
0278A,
Christianus,PERSON
.,
Cum,
igitur,
in,
omnibus,
nos,
aliter,
disponatis,
",",
quam,
caeteros,
nocentes,
",",
id,
unum,
contendendo,
",",
ut,
de,
eo,
nomine,
excludamur,
(excludimur,
enim,
",",
si,
facimus,
",",
quae,
faciunt,
non,
Christiani,PERSON
),
",",
intelligere,
potestis,
non,
scelus,
aliquod,
in,
caussa,
esse,
",",
sed,
nomen,
",",
quod,
quaedam,
ratio,
aemulae,
operationis,
insequitur,
",",
hoc,
primum,
agens,
",",
ut,
homines,
nolint,
scire,
pro,
certo,
",",
quod,
se,
nescire,
pro,
certo,
sciunt,
.,
Ideo,
et,
credunt,
de,
nobis,
quae,
non,
probantur,
",",
et,
nolunt,
inquiri,
",",
ne,
probentur,
non,
esse,
",",
quae,
malunt,
credi,
esse,
",",
ut,
nomen,
illius,
aemulae,
rationis,
inimicum,
",",
praesumptis,
",",
non,
probatis,
criminibus,
",",
de,
sua,
sola,
confessione,
damnetur,
.,
Ideo,
torquemur,
confitentes,
",",
et,
punimur,
perseuerantes,
",",
et,
absoluimur,
0279A,PERSON
negantes,
",",
quia,
nominis,
praelium,
est,
.,
Denique,
quid,
de,
tabella,
recitatis,
illum,
Christianum,PERSON
",",
cur,
non,
et,
homicidam,
?,
Si,
homicida,
Christianus,PERSON
",",
cur,
non,
incestus,
?,
uel,
quodcun,
que,
aliud,
nos,
esse,
creditis,
?,
In,
nobis,
solis,
pudet,
aut,
piget,
ipsis,
nominibus,
scelerum,
pronuntiare,
?,
Christianus,PERSON
si,
nullius,
criminis,
reus,
est,
",",
nomen,
ualde,
infestum,
",",
si,
solius,
nominis,
crimen,
est,
.,
**CAP,PERSON
.,
III,
.,
*,
*,
Odii,
eorum,
caecitatem,
ostendit,
",",
qui,
quos,
uituperant,
eo,
ipso,
elogio,
laudare,
coguntur,
",",
sed,
qui,
tam,
sunt,
efferati,
",",
ut,
malint,
uxorem,
familiam,
que,
probris,
onustam,
pati,
",",
quam,
Christianam,PERSON
",",
id,
est,
emendatam,
.,
Cum,
itaque,
nudum,
illud,
Nomen,
tantas,
concitet,
rixas,
",",
0279B,
inquirit,
in,
illud,
",",
quod,
nusquam,
spernendum,
",",
uel,
perperam,
ab,
illis,
pronuntiatum,
",",
amabile,
quid,
continet,
",",
et,
id,
commune,
habet,
cum,
reliquis,
Sectis,
",",
quod,
Nomen,
ab,
Auctore,PERSON
mutuetur,
",",
cum,
tamen,
nunquam,
Secta,
quaedam,
ob,
Nomen,
solum,
persequatur,
.,
At,
Christiani,PERSON
",",
et,
quoad,
Sectam,
",",
et,
quoad,
Nomen,
probi,
",",
justi,
",",
ob,
Nominis,PERSON
tantum,
odium,
",",
inauditi,
",",
incogniti,
condemnantur.0280A,
Quid,
?,
quod,
ita,
plerique,
clausis,
oculis,
in,
odium,
ejus,
impingunt,
",",
ut,
bonum,
alicui,
testimonium,
ferentes,
admisceant,
nominis,
exprobrationem,
:,
Bonus,PERSON
uir,
Caius,PERSON
Seius,PERSON
",",
tantum,
quod,
Christianus,PERSON
.,
Item,
alius,
:,
Ego,
miror,
Lucium,PERSON
sapientem,
uirum,
repente,
factum,
Christianum,PERSON
.,
Nemo,
retractat,
:,
Nonne,
ideo,
bonus,
Caius,PERSON
",",
et,
prudens,
Lucius,PERSON
",",
quia,
Christianus,PERSON
?,
aut,
ideo,
Christianus,PERSON
",",
quia,
prudens,
et,
bonus,
?,
Laudant,
quae,
sciunt,
",",
uituperant,
quae,
ignorant,
",",
et,
id,
quod,
sciunt,
",",
eo,
quod,
ignorant,
",",
corrumpunt,
;,
cum,
sit,
justius,
occulta,
de,
manifestis,
praejudicare,
",",
quam,
manifesta,
de,
occultis,
praedamnare,
.,
Alii,
",",
quos,
retro,
ante,
hoc,
nomen,
uagos,
",",
uiles,
",",
improbos,
nouerant,
",",
ex,
ipso,
denotant,
",",
quo,
laudant,
;,
0280B,PERSON
caecitate,
odii,
in,
suffragium,
impingunt,
.,
Quae,
mulier,
!,
quam,
lasciua,
",",
quam,
festiua,
!,
Qui,
juuenis,
!,
quam,
lasciuus,
",",
quam,
amasius,
!,
Facti,
sunt,
Christiani,PERSON
.,
Ita,
nomen,
emendationi,
imputatur,
.,
Nonnulli,
etiam,
de,
utilitatibus,
suis,
cum,
odio,
isto,
paciscuntur,
",",
contenti,
injuria,
",",
dum,
ne,
domi,
habeant,
",",
quod,
oderunt,
.,
Uxorem,PERSON
jam,
pudicam,
maritus,
jam,
non,
zelotypus,
ejecit,
",",
filium,
jam,
subjectum,
pater,
retro,
patiens,
abdicauit,
",",
0281A,PERSON
seruum,
jam,
fidelem,
dominus,
olim,
mitis,
ab,
oculis,
relegauit,
:,
ut,
quisque,
hoc,
nomine,
emendatur,
offendit,
.,
Tanti,
non,
est,
bonum,
",",
quanti,
est,
odium,
Christianorum,
.,
Nunc,
igitur,
",",
si,
nominis,
odium,
est,
",",
quis,
nominum,
reatus,
?,
Quae,
accusatio,
uocabulorum,
",",
nisi,
si,
aut,
barbarum,
sonat,
aliqua,
uox,
nominis,
",",
aut,
infaustum,
",",
aut,
maledicum,
",",
aut,
impudicum,
?,
Christianus,PERSON
uero,
",",
quantum,
interpretatio,
est,
",",
de,
unctione,
deducitur,
.,
Sed,
et,
cum,
perperam,
Chrestianus,PERSON
pronuntiatur,
a,
uobis,
(nam,
nec,
nominis,
certa,
est,
notitia,
penes,
uos,
),
",",
de,
suauitate,
uel,
benignitate,
compositum,
est,
.,
Oditur,
ergo,
in,
hominibus,
0282A,NORP
innocuis,
etiam,
nomen,
innocuum,
.,
At,
enim,
secta,
oditur,
in,
nomine,
utique,
sui,
auctoris,
.,
Quid,
noui,
",",
si,
aliqua,
disciplina,
de,
magistro,
cognomentum,
sectatoribus,
suis,
inducit,
?,
Nonne,
philosophi,
de,
auctoribus,
suis,
nuncupantur,
Platonici,
",",
Epicurei,NORP
",",
Pythagorici,NORP
?,
etiam,
a,
locis,
conuenticulorum,
et,
stationum,
suarum,
Stoici,PERSON
",",
Academici,PERSON
?,
atque,
medici,
ab,
Erasistrato,PERSON
",",
et,
grammatici,
ab,
Aristarcho,PERSON
",",
coci,
etiam,
ab,
Apicio,PERSON
?,
Nec,
tamen,
quemquam,
offendit,
professio,
nominis,
",",
cum,
institutione,
transmissa,
ab,
institutore,
.,
Plane,
si,
qui,
probet,
malam,
sectam,
et,
ita,
malum,
auctorem,
",",
is,
probabit,
et,
nomen,
malum,
dignum,
odio,
de,
0283A,PERSON
reatu,
sectae,
et,
auctoris,
.,
Ideo,
que,
ante,
odium,
nominis,
competebat,
prius,
de,
auctore,
sectam,
recognoscere,
",",
uel,
auctorem,
de,
secta,
.,
At,
nunc,
utriusque,
inquisitione,
et,
agnitione,
neglecta,
nomen,
detinetur,
",",
nomen,
expugnatur,
",",
et,
ignotam,
sectam,
",",
ignotum,
et,
auctorem,
uox,
sola,
praedamnat,
",",
quia,
nominantur,
",",
non,
quia,
reuincuntur,
.,
**CAPUT,
IU,
*,
*,
Praeparat,
jam,
se,
ad,
defensionem,
criminum,
quibus,
Christiani,PERSON
onerabantur,
.,
Sed,
",",
cum,
uel,
post,
justissimam,
defensionem,
tamen,
uiolentia,
legis,
obsequium,
exigat,
",",
artificiose,
et,
ualide,
ostendit,
",",
leges,
",",
ut,
condi,
",",
ita,
reprobari,
et,
mutari,
posse,
",",
imo,
debere,
nonnunquam,
",",
nec,
id,
sine,
exemplo,
;,
cum,
scilicet,
uel,
crudeles,
",",
uel,
injustae,
0283B,
sint,
deprehensae,
.,
Lex,
enim,
justa,
esse,
colligitur,
",",
postquam,
in,
ualorem,
ejus,
inquisitio,
facta,
est,
;,
improba,
uero,
",",
non,
jam,
lex,
",",
sed,
tyrannis,
inuenitur.0284A,
Atque,
adeo,
quasi,
praefatus,
haec,
ad,
suggillandam,
odii,
erga,
nos,
publici,
iniquitatem,
",",
jam,
de,
caussa,
innocentiae,
consistam,
",",
nec,
tantum,
refutabo,
quae,
nobis,
objiciuntur,
",",
sed,
etiam,
in,
ipsos,
retorquebo,
qui,
objiciunt,
;,
ut,
ex,
hoc,
quoque,
sciant,
omnes,
in,
Christianis,
non,
esse,
quae,
in,
se,
non,
nesciunt,
esse,
",",
simul,
uti,
erubescant,
accusantes,
",",
non,
dico,
pessimi,
optimos,
",",
sed,
jam,
",",
ut,
uolunt,
",",
compares,
suos,
.,
Respondebimus,
ad,
singula,
quae,
in,
occulto,
admittere,
dicimur,
",",
quae,
illos,
palam,
admittentes,
inuenimus,
",",
in,
quibus,
scelesti,
",",
in,
quibus,
uani,
",",
in,
quibus,
damnandi,
",",
in,
quibus,
irridendi,
deputamur,
.,
Sed,
quoniam,
",",
cum,
ad,
omnia,
occurrit,
ueritas,
nostra,
",",
postremo,
legum,
obstruitur,
auctoritas,
aduersus,
eam,
",",
ut,
aut,
nihil,
dicatur,
retractandum,
0284B,
esse,
post,
leges,
",",
aut,
ingratis,
necessitas,
obsequii,
praeferatur,
ueritati,
:,
de,
legibus,
prius,
concurram,
uobiscum,
ut,
cum,
tutoribus,
legum,
.,
Jam,
0285A,PERSON
primum,
quam,
dure,
definitis,
dicendo,
:,
Non,
licet,
esse,
uos,
!,
Et,
hoc,
sine,
ullo,
retractatu,
humaniore,
praescribitis,
;,
uim,
profitemini,
et,
iniquam,
ex,
arce,
dominationem,
",",
si,
