Text,Entity Type
temeritas,
praesumo,
prius,
sum,
cognosco,
auctor,
ut,
cognosco,
seco,
qui,
de,
seco,
inspectio,
auctor,
retineo,
.,
5,
at,
nunc,
necessario,
ignoro,
seco,
qui,
-,
auctor,
aut,
non,
recenseo,
auctor,
quia,
nec,
seco,
recenseo,
in,
solum,
nomen,
impingo,
quasi,
in,
ille,
detineo,
seco,
et,
auctor,
qui,
omnino,
non,
nosco,
.,
6,
et,
tamen,
philosophus,
pateo,
libertas,
transgredior,
a,
uos,
in,
seco,
et,
auctor,
et,
suus,
nomen,
nec,
quisquam,
ille,
odium,
moueo,
cum,
in,
mos,
ritus,
cultus,
?,
?,
?,
?,
uester,
palam,
ac,
publice,
omnis,
eloquium,
amaritudo,
?,
?,
?,
?,
cum,
lex,
contemptus,
sine,
respectus,
persona,
ut,
quidam,
etiam,
in,
princeps,
ipse,
libertas,
suus,
impune,
jaculor,
.,
7,
sed,
ueritas,
seculum,
?,
?,
?,
?,
philosophus,
quidem,
affecto,
possideo|possido,
autem,
Christianus,PERSON
?,
?,
?,
?,
qui,
possideo|possido,
magis,
displiceo,
quia,
qui,
affecto,
illudo,
qui,
possideo|possido,
defendo,
denique,
Socrates,
ex,
is,
pars,
damno,
sum,
quia,
proprius,
tento,
ueritas,
Deus,
uester,
destruo,
quanquam,
nondum,
tunc,
in,
terra,
nomen,
Christianus,PERSON
tamen,
ueritas,
semper,
damno,
.,
8,
itaque,
et,
sapiens,
non,
nego,
qui,
etiam,
?,
?,
?,
?,
uester,
testimonium,
dico,
uir|uiror|uirum|uirus,
inquiam,
omnis,
Socrates,
?,
?,
?,
?,
.,
9,
uinco,
Apollo,PERSON
ueritas,
ut,
ipse,
aduersus,
se,
pronuntio,
confiteor,
sum,
enim,
se,
Deus|dea,
non,
sum,
sed,
is,
quoque,
?,
?,
?,
?,
affirmo,
qui,
Deus,
abnueo|abnuo,
porro,
apud,
uos,
is,
paruus,
sapiens,
quia,
Deus,
abnueo|abnuo,
cum,
ideo,
sapiens,
quia,
Deus,
abnueo|abnuo,
.,
10,
qui,
morus|mos,NORP
etiam,
nos,
soleo,
bonus,
uir,
Lucius|lucius,PERSON
Titius,PERSON
tantus,
qui,
Christianus,PERSON
item,
alius,
ego,
miro,
caia,
Seia|Seius,PERSON
grauis,
uir|uirum|uirus|uis,
-,
Christianus,PERSON
.,
11,
pro,
stultitia,
caecitas,
laudo,
qui,
scio,
uitupero,
qui,
nescio,
et,
is,
qui,
scio,
is,
qui,
nescio,
uitio,
.,
12,
nemo,
subuenio,
ne,
ideo,
bonus,
quis,
et,
prudens,
quia,
Christianus,PERSON
aut,
ideo,
Christianus,PERSON
quia,
prudens,
et,
bonus,
cum,
sum,
?,
?,
?,
?,
occultus,
?,
?,
?,
?,
adjudico,
qui,
manifestus,
de,
occultum,
?,
?,
?,
?,
.,
13,
aliquis,
retro,
ante,
hic,
nomen,
uagus,
uilis,
improbus,
?,
?,
?,
?,
emendo,
repente,
miro,
et,
tamen,
miro,
quam,
assequor,
?,
?,
?,
?,
.,
14,
alius,
tantus,
obstinatio,
certo,
ut,
cum,
suus,
utilitas,
depugno,
qui,
de,
commercium,
iste,
nomen,
capio,
possum,
.,
15,
scio,
marita|maritus,
unus,
atque,
alius,
anxius,
retro,
de,
uxor,
suus,
mos,
qui,
ne,
mus,
quidem,
in,
cubiculum,
irrepo,
sine,
gemitus,
suspicio,
sustineo,
comperio,
caussa,
nouus,
sedulitas,
et,
?,
?,
?,
?,
captiuitas,
omnis,
uxor,
patientia,
offero,
nego,
zelotypus,
malo,
lupa,
qui,
christianus,
marita|maritus,
ipse,
suus,
licet_est,
in,
-,
demuto,
natura,
mulier,
non,
permitto,
in,
bonus,
reformo,
.,
16,
pater,
filia|filius,
de,
qui,
queror,
?,
?,
?,
?,
?,
?,
?,
?,
.,
17,
Dominus,
serua|seruus,
qui,
praeterea,
necessarius,
sentio,
in,
ergastulum,
dedo|do,
.,
18,
simul,
quis,
intellego,
Christianus,PERSON
malo,
noceo,
.,
19,
nam,
et,
ipse,
per,
se,
traduco,
disciplina,
nec,
aliunde,
prodeo|prodio|prodo,
qui,
de,
bonum|bonus,
noster,
.,
20,
si,
et,
malus,
de,
suus,
malum|malus,
radio,
cur,
nos,
solus,
contra,
institutum,
natura,
pessimus,
de,
bonus,
denoto,
.,
21,
quis,
enim,
insignis,
praefero,
nisi,
unus,
sapientia,
qui,
friuolus,
humanus,
manus,
opera|opus,
non,
adoro,
abstinentia,
qui,
ab,
alienus,
tempero,
pudicitia,
qui,
nec,
oculus,
contamino,
misericordia,
qui,
super,
indigeo,
flecto,
ipse,
ueritas,
qui,
offendo,
ipse,
libertas,
pro,
qui,
morior,
nosco,
.,
22,
qui,
uolo,
intelligo,
qui,
sum,
Christianus,PERSON
iste,
index,
utor,
necesse,
sum,
.,
1,
1,
qui,
ergo,
dico,
pessimus,
et,
?,
?,
?,
?,
auaritia,
luxuria,
improbitas,
non,
nego,
quidam,
sufficio,
et,
hic,
ad,
testimonium,
nomen,
noster,
si,
non,
omnis,
si,
non,
plus,
.,
2,
necesse,
sum,
in,
corpus,
et,
quantus,
uelum,
integer,
aut,
purus,
ut,
naeuus,
aliquis,
?,
?,
?,
?,
aut,
?,
?,
?,
?,
exsurgo,
aut,
?,
?,
?,
?,
sordesco,
.,
3,
coelum|coelus,
ipse,
nullus,
serenitas,
tam,
colo,
purgo,
ut,
non,
aliquis,
nubecula,
?,
?,
?,
?,
resigno,
.,
4,
modicus,
macula,
in,
frons,
in,
pars,
quidam,
exemplaris,
uideo|uiso,
qui,
uniuersitas,
mundus,
sum,
magnus,
bonus,
portio,
modicus,
malo,
ad,
testimonium,
suus,
utor,
.,
5,
cum,
tamen,
aliquis,
de,
noster,
malus,
-,
jam,
hic,
ipse,
Christianus,PERSON
non,
-,
quaero,
seco,
qui,
malitia,
deputo,
.,
6,
ipse,
in,
colloquium,
si,
quando,
aduersus,
nos,
cur,
ille,
inquiam,
fraudo,
si,
abstineo,
Christianus,PERSON
.,
7,
cur,
?,
?,
?,
?,
si,
misericors,
.,
8,
adeo,
testimonium,
-,
non,
sum,
talis,
Christianus,PERSON
dum,
cur,
talis,
sum,
qui,
dico,
Christianus,PERSON
retorqueo,
.,
9,
multum,
distantia,
inter,
crimen,
et,
nomen,
inter,
opinio,
et,
ueritas,
.,
10,
nam,
et,
nomen,
sic,
sum,
instituo,
ut,
finis,
suus,
habeo,
inter,
dicis,
et,
sum,
.,
11,
quot,
denique,
philosophus,
dico,
nec,
tamen,
lex,
philosophia,
adimpleo,
.,
12,
omnis,
nomen,
de,
professio,
gesto,
seduco,
nomen,
professio,
praesto,
qui,
superficies,
uocabulum,
infamo,
ueritas,
.,
13,
non,
statim,
sum,
qui,
dico,
sed,
quia,
non,
sum,
frustra,
dico,
et,
fallo,
is,
qui,
res,
nomen,
addico,
cum,
de,
res,
status,
nomen,
competo,
.,
14,
et,
tamen,
ejusmodi,
neque,
congrego,
neque,
participo,
nos,
facio|fio,
per,
delictum,
denuo,
uos,
quando,
ne,
ille,
quidem,
misceo,
qui,
uester,
uis,
atque,
saeuitia,
ad,
nego,
subigo,
.,
15,
utique,
enim,
facile,
inter,
nos,
inuitus,
desertor,
disciplina,
qui,
uoluntarius,
contineo,
.,
16,
caeterus,
sine,
caussa,
uoco,
Christianus,PERSON
qui,
ipse,
nego,
Christianus,PERSON
qui,
se,
nego,
non,
?,
?,
?,
?,
.,
1,
1,
hic,
propositio,
?,
?,
?,
?,
noster,
qui,
ueritas,
de,
suus,
suggero,
quotiens,
comprimo,
et,
coarcto,
?,
?,
?,
?,
uester,
tacitus,
ignorantia,
suus,
testa|testis|testum,
confugio,
aestuo,
ad,
arula,
quidam,
is,
sum,
lex,
auctoritas,
qui,
utique,
non,
plecto,
seco,
iste,
nisi,
de,
meritum,
apud,
conditor,
lex,
consisto|consto,
.,
2,
quis,
ergo,
prohibeo,
apud,
executor,
quoque,
lex,
proinde,
consto,
cum,
de,
caeterus,
crimen,
qui,
similiter,
lex,
arceo|arco,PERSON
ac,
punio,
nisi,
prius,
requiro,
poena,
cesso,
.,
3,
uerbum,
gratia,
homicida,
adulter|adulterus,
lex,
discuto,
tamen,
de,
ordo,
admitto,
et,
tamen,
-,
sum,
omnis,
genus,
facio|fio,
.,
4,
Christianus,PERSON
punio,
lex,
.,
5,
si,
qui,
sum,
-,
Christianus,PERSON
eruum,
debeo,
nullus,
lex|lex/is,
prohibeo,
inquiro,
.,
6,
atquin,
pro,
lex,
facio,
inquisitio,
.,
7,
quomodo,
enim,
lex,
obseruo,
caueo,
qui,
lex,
prohibeo,
adimo,
diligentia,
caueo,
per,
defectus,
agnosco,
quis,
obseruo,
.,
8,
nullus,
se,
lex|lex/is,
debeo,
conscientia,
justitia,
suus,
sed,
is,
a,
qui,
capto,
obsequium,
.,
9,
caeterus,
suspicio,
lex|lex/is,
sum,
si,
probo,
se,
non,
uolo,
.,
10,
merito,
igitur,
tamdiu,
?,
?,
?,
?,
in,
Christianus,PERSON
et,
reuereor,
et,
obseruo,
censeo,
quamdiu,
ignoro,
qui,
persequor,
merito,
post,
agnitio,
?,
?,
?,
?,
reperio,
cum,
suus,
machaera,
et,
patibulum,
et,
Leo,PERSON
despuo,
lex,
injustus,
honor,
nullus,
sum,
.,
11,
ut,
opinor,
autem,
dubito,
de,
iniquitas,
lex,
?,
?,
?,
?,
cum,
quotidie,
nouus,
consultum|consultus,
?,
?,
?,
?,
duritia,
?,
?,
?,
?,
is,
tempero,
.,
1,
1,
unde,
ergo,
inquiam,
tantus,
de,
uos,
fama,
licet_est,
qui,
testimonium,
sufficio,
forsitan,
conditor,
lex,
.,
2,
quis,
oro,
sponsor,
aut,
ille,
tunc,
aut,
exinde,
uos,
de,
fides,
.,
3,
fama,
sum,
.,
4,
nonne,
hic,
sum,
.,
1,
fama,
malus,
qui,
non,
alius,
uelox,
ullus,
.,
1,
cur,
malus,
si,
uerus,
semper,
sum,
non,
mendacium,
multus,
.,
2,
qui,
ne,
tum,
quidem,
cum,
uerus,
defero,
a,
libido,
mendacium,
cesso,
ut,
non,
falsus,
Uerus|uer|uerum,
intexo,
adjicio,
detraho,
uarietas,
confundo,
.,
3,
quis,
qui,
is,
conditio,
ille,
ut,
nonnisi,
cum,
mentior,
perseuero,
tamdiu,
enim,
uiuo,
quamdiu,
non,
probo,
quisquam,
siquidem,
approbo,
cado,
et,
quasi,
officium,
nuntio,
fungor,
decedo,
exinde,
res,
teneo,
res,
nomino,
nec,
quisquam,
dico,
uerbum,
gratia,
hic,
Roma,LOC
aio,
-,
aut,
fama,
sum,
ille,
prouincia,
-,
sed,
ille,
prouincia,
sortior,
sum,
et,
hic,
-,
sum,
Roma,LOC
.,
4,
nemo,
fama,
nomino,
nisi,
incertus,
quia,
nemo,
sum,
fama,
sed,
conscientia,
certus,
nemo,
fama,
credo,
nisi,
stultus,
quia,
sapiens,
non,
credo,
incertus,
.,
5,
fama,
quantuscumque,
ambitio,
diffundo,
sum,
ab,
unus,
aliquando,
os,
exorior,
sum,
necesse,
sum,
exinde,
in,
tradux,
quodammodo,
lingua,
et,
auris,
serpo,
et,
modicus,
origo,
uitium,
rumor,
obscuro,
ut,
nemo,
recogito,
ne,
primum,
ille,
os,
mendax,
semino,
qui,
saepe,
fio,
aut,
aemulatio,
ingenium,
aut,
suspicio,
arbitrium,
aut,
etiam,
nouus,
mentior,
uoluptas,
.,
6,
sed,
bene,
qui,
omnis,
tempus,
reuelo,
testis|testu,
sententia,
et,
prouerbium,
uester,
?,
?,
?,
?,
natura,
qui,
ita,
ordino,
sum,
ut,
nihil,
lateo,
etiam,
qui,
fama,
non,
prodo,
.,
7,
uideo,
qualis,
?,
?,
?,
?,
aduersus,
nos,
?,
?,
?,
?,
quia,
qui,
unus,
defero,
?,
?,
?,
?,
tempus,
ad,
fides,
corroboro,
usque,
adhuc,
probo,
non,
possum,
.,
8,
princeps,
Augustus,PERSON
nomen,
hic,
-,
sum,
Tiberius,PERSON
disciplina,
is,
illuceo|illucesco,
sub,
Nero,PERSON
damnatio,
inualesco,
ut,
jam,
hinc,
de,
persona,
persecutor,
pondero,
si,
pius,
ille,
princeps,
impius,
Christianus,PERSON
si,
iustus,
si,
castus,
injustus,
et,
incestus,
Christianus,PERSON
si,
non,
hostis,
publicus,
nos,
publicus,
hostis,
qualis,
sum,
damnator,
ipse,
demonstro,
utique,
aemulus,
se,
punio,
.,
9,
et,
tamen,
permaneo,
erado,
omnis,
hic,
solum,
-,
?,
?,
?,
?,
justus,
denique,
ut,
dissimilis,
suus,
auctor,
.,
10,
igitur,
aetas,
noster,
nondum,
annus,
?,
?,
?,
?,
.,
11,
tot,
iniquus,
interea,
tot,
crux,
diuinitas,
consequor,
tot,
infantia,
trucido,
tot,
Pan|panis,NORP
cruento,
tot,
strages,
lucerna,
tot,
error,
nuptia,
et,
adhuc,
Christianus,PERSON
solus,
fama,
decerno,
.,
12,
habeo,
quidem,
grandis,
fundamentum,
de,
uitium,
ingenium,
humanus,
?,
?,
?,
?,
in,
acerbus,
?,
?,
?,
?,
mentior,
quanto|quantus,
enim,
pronus,
ad,
malitia,
tantus,
ad,
malus,
fides,
?,
?,
?,
?,
sum,
facile,
denique,
falsus,
malum|malus,
qui,
uero|uerus,
bonus,
credo,
.,
13,
si,
qui,
tamen,
apud,
uos,
prudentia,
locum|locus,
iniquitas,
relinquo,
ad,
exploro,
fama,
fides,
utique,
justitia|justitium,
posco,
dispicio,
a,
qui,
possum,
fama,
in,
uulgus,
et,
ita,
in,
totus,
orbis,
do,
.,
14,
ab,
ipse,
enim,
Christianus,PERSON
non,
opinor,
cum,
uel,
ex,
forma,
ac,
lex,
omnis,
mysterium|mysterion,
silentium,
fides|fidis,
debeo,
quanto|quantus,
magis,
talis,
qui,
prodeo|prodio|prodo,
non,
euito,
interim,
humanus,
animaduersio,
?,
?,
?,
?,
supplicium,
.,
15,
si,
ergo,
non,
ipse,
proditor,
suus,
sequor,
ut,
extraneus,
.,
16,
oro,
uos,
extraneus,
unde,
notitia,
cum,
etiam,
justus,
et,
licet_est,
mysterium|mysterion,
omnis,
arbitrium,
extranea|extraneus,
caueo,
.,
17,
nisi,
inclitus,
minus,
sperno,
.,
18,
atquin,
?,
?,
?,
?,
tam,
honoro,
quam,
confingo,
magis,
competo,
.,
19,
domesticus,
curiositas,
furor,
sum,
per,
?,
?,
?,
?,
et,
cauerna,
.,
20,
quis,
cum,
domesticus,
is,
uos,
prodo,
.,
21,
omnis,
a,
nullus,
magis,
prodeo|prodio|prodo,
quanto,
magis,
si,
atrocitas,
tantus,
sum,
qui,
justitia|justitium,
indignatio,
omnis,
familiaritas,
fides,
rumpo,
non,
possum,
contineo|continor,
qui,
horreo|horresco,
mens,
qui,
expauesco,
oculus,
.,
22,
hic,
quoque,
mirus,
si,
et,
ille,
qui,
tantus,
impatientia,
jus,
prosilio,
defero,
et,
non,
probo,
gestio,
et,
ille,
qui,
?,
?,
?,
?,
non,
et,
uideo,
curo,
siquidem,
par,
fructus,
sum,
et,
delator,
si,
qui,
defero,
probo,
et,
auditor,
si,
qui,
audio,
etiam,
se,
credo,
.,
23,
tunc,
inquiam,
primo,
-,
et,
-,
sum,
auditus,
et,
-,
sum,
atque,
exinde,
fama,
commendatus,
.,
24,
hic,
quidem,
?,
?,
?,
?,
omnis,
admiratio,
si,
unus,
-,
sum,
qui,
semper,
admitto,
nisi,
desino,
jam,
talis,
factito,
.,
25,
atquin,
et,
idem,
uoco,
et,
in,
idem,
deputo,
et,
de,
dies,
redundo,
qui,
plus,
hic,
plus,
?,
?,
?,
?,
magis,
incresco,
odium,
incresco,
materia,
proficio,
multitudo,
reus,
quis,
ita,
non,
proficio,
multitudo,
nuntiator,
.,
26,
qui,
scio,
et,
conuersatio,
?,
?,
?,
?,
facio|fio,
sum,
-,
et,
dies,
conuentus,
noster,
itaque,
et,
obsideo|obsido,
et,
opprimo,
et,
in,
ipse,
arcanus,
congregatio,
detineo,
.,
27,
quis,
unquam,
tamen,
semesus,
puer,
superuenio,
.,
28,
quis,
in,
cruentatus,
Pan|panis,
uestigium,
dens,
deprehendo,
.,
29,
quis,
tenebra,
repentinus,
lumen,
irrumpo,
immundus,
aliquis,
ne,
dico,
incestus,
indicium,
recognosco,
.,
30,
si,
praemium,
impetro,
ne,
talis,
in,
publicus,
extraho,
quare,
et,
opprimo,
.,
31,
possum,
et,
omnino,
non,
extraho,
quis,
enim,
proditio,
crimen,
aliquis,
sine,
crimen,
ipse,
aut,
uendo,
aut,
redimio|redimo,
.,
32,
sed,
quis,
extraneus,
speculator,
et,
index,
detracto,
qui,
talis,
objicio,
qui,
non,
ab,
ipse,
nos,
cum,
magnus|maximus,
uociferatio,
publico,
aut,
statim,
audio,
si,
prior,
demonstro,
aut,
postea,
reperio,
si,
interim,
celo,
.,
33,
sine,
dubius,
enim,
-,
uolo,
mos,
